,STATE.UT,DISTRICT,Year,Rape,Kidnapping.and.Abduction,Dowry.Deaths,Assault.on.women.with.intent.to.outrage.her.modesty,Insult.to.modesty.of.Women,Cruelty.by.Husband.or.his.Relatives,Importation.of.Girls,Total.Crimes.against.Women
9502,BIHAR,SHEIKHPURA,2014,5,34,6,18,0,72,0,135
9503,BIHAR,SHEOHAR,2014,8,24,6,16,0,14,0,68
9504,BIHAR,SITAMARHI,2014,11,188,29,0,0,242,0,470
9505,BIHAR,SIWAN,2014,17,152,64,7,0,50,0,290
9506,BIHAR,SUPAUL,2014,32,90,22,0,0,83,0,227
9507,BIHAR,VAISHALI,2014,28,226,66,0,0,139,0,459
10173,CHANDIGARH,CHANDIGARH,2014,59,133,2,87,2,141,0,424
9510,CHHATTISGARH,BALOD,2014,34,18,4,62,3,23,0,144
9511,CHHATTISGARH,BALODBAZAR,2014,40,113,8,95,6,32,0,294
9512,CHHATTISGARH,BALRAMPUR,2014,111,14,5,62,1,39,0,232
9513,CHHATTISGARH,BEMETRA,2014,41,23,3,56,0,19,0,142
9514,CHHATTISGARH,BILASPUR,2014,94,156,13,211,5,75,0,554
9515,CHHATTISGARH,BIZAPUR,2014,6,8,0,2,0,2,0,18
9516,CHHATTISGARH,DANTEWARA,2014,11,6,0,9,0,6,0,32
9517,CHHATTISGARH,DHAMTARI,2014,36,19,3,49,6,9,0,122
9518,CHHATTISGARH,DURG,2014,84,150,12,254,12,172,0,684
9520,CHHATTISGARH,G. R. P. RAIPUR,2014,0,1,1,8,0,4,0,14
9519,CHHATTISGARH,GARIYABAND,2014,42,13,3,31,3,14,0,106
9521,CHHATTISGARH,JAGDALPUR,2014,32,31,1,42,0,20,0,126
9522,CHHATTISGARH,JANJGIR,2014,64,106,20,141,7,90,0,428
9523,CHHATTISGARH,JASHPUR,2014,86,33,0,48,0,11,0,178
9524,CHHATTISGARH,KABIRDHAM,2014,39,54,6,84,2,14,0,199
9525,CHHATTISGARH,KANKER,2014,40,31,5,37,2,25,0,140
9526,CHHATTISGARH,KONDAGAON,2014,21,15,1,16,0,8,0,61
9527,CHHATTISGARH,KORBA,2014,68,36,6,83,4,51,0,248
9528,CHHATTISGARH,KORIYA,2014,58,62,2,74,1,59,0,256
9529,CHHATTISGARH,MAHASAMUND,2014,44,65,10,99,4,28,0,250
9530,CHHATTISGARH,MUNGALI,2014,10,32,6,38,15,14,0,115
9531,CHHATTISGARH,NARAYANPUR,2014,7,5,0,6,0,1,0,19
9532,CHHATTISGARH,RAIGARH,2014,121,49,7,140,1,46,0,364
9533,CHHATTISGARH,RAIPUR,2014,141,179,3,224,4,96,0,647
9534,CHHATTISGARH,RAJNANDGAON,2014,57,93,4,100,3,33,0,290
9535,CHHATTISGARH,SARGUJA,2014,94,11,4,76,0,23,0,208
9536,CHHATTISGARH,SUKMA,2014,5,5,0,5,0,3,0,18
9537,CHHATTISGARH,SURAJPUR,2014,50,65,1,70,0,47,0,233
10174,D&N HAVELI,D&N HAVELI,2014,5,7,0,2,1,6,0,21
10175,DAMAN & DIU,DAMAN,2014,2,1,0,2,0,1,0,6
10176,DAMAN & DIU,DIU,2014,0,0,0,1,0,0,0,1
10177,DELHI UT,CENTRAL,2014,91,169,7,212,37,99,0,615
10178,DELHI UT,CRIME BRANCH,2014,1,1,0,1,0,0,0,3
10179,DELHI UT,EAST,2014,230,346,15,446,114,477,0,1628
10180,DELHI UT,EOW,2014,0,0,0,2,0,0,0,2
10181,DELHI UT,IGI AIRPORT,2014,0,0,0,12,4,0,0,16
10182,DELHI UT,METRO,2014,1,2,0,28,3,0,0,34
10183,DELHI UT,NEW DELHI,2014,20,25,2,56,18,15,0,136
10184,DELHI UT,NORTH,2014,60,149,6,180,18,117,0,530
10185,DELHI UT,NORTH-EAST,2014,237,578,27,492,50,349,0,1733
10186,DELHI UT,NORTH-WEST,2014,165,354,14,404,51,246,0,1234
10187,DELHI UT,OUTER,2014,259,688,22,428,146,521,0,2064
10188,DELHI UT,RAILWAY,2014,1,8,0,19,1,0,0,29
10189,DELHI UT,SOUTH,2014,280,369,6,595,665,143,0,2058
10190,DELHI UT,SOUTH-EAST,2014,266,402,24,469,123,312,0,1596
10191,DELHI UT,SOUTH-WEST,2014,234,397,17,494,68,318,0,1528
10192,DELHI UT,SPL CELL,2014,0,0,0,0,0,0,0,0
10193,DELHI UT,SPUWAC,2014,0,0,0,0,0,160,0,160
10194,DELHI UT,VIGILANCE,2014,0,0,0,0,0,0,0,0
10195,DELHI UT,WEST,2014,251,546,13,484,63,416,0,1773
9540,GOA,C. I. D.,2014,3,0,0,3,0,1,0,7
9538,GOA,NORTH GOA,2014,55,55,0,146,40,11,0,307
9539,GOA,SOUTH GOA,2014,37,31,0,53,17,23,0,161
9541,GUJARAT,AHMEDABAD CITY,2014,100,261,11,162,3,802,0,1339
9542,GUJARAT,AHMEDABAD RURAL,2014,18,80,0,31,0,142,0,271
9543,GUJARAT,AMRELI,2014,7,65,0,21,1,139,0,233
9544,GUJARAT,ANAND,2014,12,71,0,21,5,117,0,226
9545,GUJARAT,ARVALLI,2014,5,37,0,19,2,69,0,132
9546,GUJARAT,BANASKANTHA,2014,56,105,0,90,2,295,0,548
9547,GUJARAT,BHARUCH,2014,42,45,0,49,0,63,0,199
9548,GUJARAT,BHAVNAGAR,2014,17,97,0,39,36,155,0,344
9549,GUJARAT,BOTAD,2014,11,25,0,11,0,39,0,86
9551,GUJARAT,C. I. D. CRIME,2014,0,0,0,0,0,0,0,0
9550,GUJARAT,CHHOTAUDEPUR,2014,15,38,0,11,0,21,0,85
9552,GUJARAT,DAHOD,2014,27,95,0,28,0,133,0,283
9553,GUJARAT,DANG,2014,4,2,1,6,4,26,0,43
9554,GUJARAT,DEVBHUMI DWARKA,2014,3,13,0,14,0,131,0,161
9555,GUJARAT,GANDHINAGAR,2014,17,65,0,22,2,152,0,258
9556,GUJARAT,GIR SOMNATH,2014,17,29,1,30,2,125,0,204
9557,GUJARAT,JAMNAGAR,2014,34,56,1,26,1,230,0,348
9558,GUJARAT,JUNAGADH,2014,21,64,0,42,0,297,0,424
9559,GUJARAT,KACHCHH EAST(G),2014,31,39,0,34,2,159,0,265
9560,GUJARAT,KACHCHH WEST(B),2014,18,26,0,27,3,203,0,277
9561,GUJARAT,KHEDA,2014,12,78,0,29,0,86,0,205
9562,GUJARAT,MAHISAGAR,2014,10,22,0,15,0,96,0,143
9563,GUJARAT,MEHSANA,2014,6,92,0,42,0,270,0,410
9564,GUJARAT,MORBI,2014,9,22,3,17,1,92,0,144
9565,GUJARAT,NARMADA,2014,8,15,0,21,0,15,0,59
9566,GUJARAT,NAVSARI,2014,15,32,0,19,0,69,0,135
9567,GUJARAT,PANCHMAHAL,2014,24,66,0,28,0,106,0,224
9568,GUJARAT,PATAN,2014,25,48,1,51,0,138,0,263
9569,GUJARAT,PORBANDAR,2014,8,17,1,18,1,93,0,138
9570,GUJARAT,RAJKOT CITY,2014,17,69,0,31,5,301,0,423
9571,GUJARAT,RAJKOT RURAL,2014,30,61,1,36,1,234,0,363
9572,GUJARAT,SABARKANTHA,2014,10,34,0,33,1,131,0,209
9573,GUJARAT,SURAT CITY,2014,94,120,2,70,0,405,0,691
9574,GUJARAT,SURAT RURAL,2014,21,35,0,34,0,90,0,180
9575,GUJARAT,SURENDRANAGAR,2014,22,37,0,36,0,89,0,184
9576,GUJARAT,TAPI,2014,15,10,0,9,89,20,0,143
9577,GUJARAT,VADODARA CITY,2014,23,75,1,109,8,306,0,522
9578,GUJARAT,VADODARA RURAL,2014,11,62,0,36,3,67,0,179
9579,GUJARAT,VALSAD,2014,26,76,0,27,0,83,0,212
9580,GUJARAT,W.RLY AHMEDABAD,2014,0,0,0,6,0,2,0,8
9581,GUJARAT,W.RLY VADODARA,2014,0,3,0,2,1,0,0,6
9582,HARYANA,AMBALA (RURAL),2014,25,58,9,17,0,52,0,161
9583,HARYANA,AMBALA (URBAN),2014,31,86,8,23,1,111,0,260
9584,HARYANA,BHIWANI,2014,44,83,12,99,1,119,0,358
9585,HARYANA,FARIDABAD,2014,101,272,20,94,16,302,0,805
9586,HARYANA,FATEHABAD,2014,27,33,7,56,2,154,0,279
9587,HARYANA,G. R. P.,2014,1,4,8,17,1,0,0,31
9588,HARYANA,GURGAON,2014,117,260,19,155,13,277,0,841
9589,HARYANA,HISSAR,2014,55,62,14,91,1,323,0,546
9605,HARYANA,IRRIGATION & POWER,2014,0,0,0,0,0,0,0,0
9590,HARYANA,JHAJJAR,2014,56,17,25,47,7,125,0,277
9591,HARYANA,JIND,2014,23,67,12,67,0,120,0,289
9592,HARYANA,KAITHAL,2014,33,77,10,58,0,116,0,294
9593,HARYANA,KARNAL,2014,100,186,17,95,3,223,0,624
9594,HARYANA,KURUKSHETRA,2014,35,57,6,59,7,100,0,264
9595,HARYANA,MAHENDERGARH,2014,24,59,15,78,7,78,0,261
9596,HARYANA,MEWAT,2014,85,30,5,86,1,106,0,313
9597,HARYANA,PALWAL,2014,49,72,16,96,0,193,0,426
9598,HARYANA,PANCHKULA,2014,36,90,5,30,3,73,0,237
9599,HARYANA,PANIPAT,2014,64,92,18,97,0,227,0,498
9600,HARYANA,REWARI,2014,41,83,11,65,35,105,0,340
9601,HARYANA,ROHTAK,2014,68,19,16,98,0,168,0,369
9602,HARYANA,SIRSA,2014,49,65,5,86,2,174,0,381
9603,HARYANA,SONIPAT,2014,60,68,28,98,2,162,0,418
9604,HARYANA,YAMUNANAGAR,2014,50,82,7,76,0,170,0,385
9606,HIMACHAL PRADESH,BADDI,2014,9,10,0,15,1,19,0,54
9607,HIMACHAL PRADESH,BILASPUR,2014,15,43,0,72,0,25,0,155
9609,HIMACHAL PRADESH,C. I. D.,2014,1,0,0,0,0,0,0,1
9608,HIMACHAL PRADESH,CHAMBA,2014,23,19,0,27,1,9,0,79
9610,HIMACHAL PRADESH,G. R. P.,2014,0,0,0,0,0,0,0,0
9611,HIMACHAL PRADESH,HAMIRPUR,2014,13,13,0,32,14,27,0,99
9612,HIMACHAL PRADESH,KANGRA,2014,43,26,0,79,15,46,0,209
9613,HIMACHAL PRADESH,KINNAUR,2014,10,3,0,5,1,3,0,22
9614,HIMACHAL PRADESH,KULLU,2014,16,4,0,35,0,21,0,76
9615,HIMACHAL PRADESH,LAHAUL & SPITI,2014,0,1,0,0,0,0,0,1
9616,HIMACHAL PRADESH,MANDI,2014,47,33,0,101,15,50,0,246
9617,HIMACHAL PRADESH,SHIMLA,2014,39,32,0,64,10,27,0,172
9618,HIMACHAL PRADESH,SIRMAUR,2014,28,15,0,46,2,24,0,115
9619,HIMACHAL PRADESH,SOLAN,2014,16,18,0,31,0,12,0,77
9620,HIMACHAL PRADESH,UNA,2014,23,10,1,31,1,62,0,128
9621,JAMMU & KASHMIR,ANANTNAG,2014,19,62,0,123,0,9,0,213
9622,JAMMU & KASHMIR,AWANTIPORA,2014,6,19,0,19,0,1,0,45
9623,JAMMU & KASHMIR,BANDIPORA,2014,4,37,0,53,5,4,0,103
9624,JAMMU & KASHMIR,BARAMULLA,2014,10,54,0,83,18,11,0,176
9625,JAMMU & KASHMIR,BUDGAM,2014,9,46,0,30,6,3,0,94
9626,JAMMU & KASHMIR,CRIME JAMMU,2014,0,0,0,0,0,0,0,0
9627,JAMMU & KASHMIR,CRIME SRINAGAR,2014,1,0,0,0,0,0,0,1
9628,JAMMU & KASHMIR,DODA,2014,23,16,0,60,8,14,0,121
9629,JAMMU & KASHMIR,GANDERBAL,2014,0,20,0,54,0,3,0,77
9630,JAMMU & KASHMIR,HANDWARA,2014,3,24,0,80,0,2,0,109
9631,JAMMU & KASHMIR,JAMMU,2014,68,60,4,81,52,159,0,424
9632,JAMMU & KASHMIR,KARGIL,2014,2,2,0,0,0,0,0,4
9633,JAMMU & KASHMIR,KATHUA,2014,18,33,1,43,15,21,0,131
9634,JAMMU & KASHMIR,KISHTWAR,2014,6,18,0,23,0,9,0,56
9635,JAMMU & KASHMIR,KULGAM,2014,7,39,0,171,13,0,0,230
9636,JAMMU & KASHMIR,KUPWARA,2014,8,42,0,61,12,8,0,131
9637,JAMMU & KASHMIR,LEH,2014,6,1,0,3,0,0,0,10
9638,JAMMU & KASHMIR,POONCH,2014,13,36,0,42,8,25,0,124
9639,JAMMU & KASHMIR,PULWAMA,2014,7,20,0,20,6,1,0,54
9640,JAMMU & KASHMIR,RAILWAYS JAMMU,2014,0,0,0,1,2,0,0,3
9641,JAMMU & KASHMIR,RAILWAYS KASHMIR,2014,0,0,0,2,0,0,0,2
9642,JAMMU & KASHMIR,RAILWAYS KATRA,2014,0,0,0,0,1,0,0,1
9643,JAMMU & KASHMIR,RAJOURI,2014,39,60,0,65,17,71,0,252
9644,JAMMU & KASHMIR,RAMBAN,2014,8,23,0,25,14,12,0,82
9645,JAMMU & KASHMIR,REASI,2014,16,26,0,18,3,16,0,79
9646,JAMMU & KASHMIR,SAMBA,2014,7,12,0,10,0,8,0,37
9647,JAMMU & KASHMIR,SHOPIAN,2014,1,37,0,30,0,2,0,70
9648,JAMMU & KASHMIR,SOPORE,2014,8,40,0,83,0,7,0,138
9649,JAMMU & KASHMIR,SRINAGAR,2014,12,68,0,218,44,63,0,405
9650,JAMMU & KASHMIR,UDHAMPUR,2014,30,18,0,23,13,18,0,102
9651,JHARKHAND,BOKARO,2014,63,97,18,0,0,187,0,365
9652,JHARKHAND,CHAIBASA,2014,54,22,2,22,0,19,0,119
9653,JHARKHAND,CHATRA,2014,18,31,62,19,8,24,0,162
9654,JHARKHAND,DEOGHAR,2014,25,63,28,21,0,138,0,275
9655,JHARKHAND,DHANBAD,2014,54,148,28,54,0,99,0,383
9656,JHARKHAND,DHANBAD RAILWAY,2014,0,4,2,6,0,0,0,12
9657,JHARKHAND,DUMKA,2014,39,16,11,9,4,55,0,134
9658,JHARKHAND,GARHWA,2014,50,82,25,19,0,45,0,221
9659,JHARKHAND,GIRIDIH,2014,58,0,40,39,0,176,0,313
9660,JHARKHAND,GODDA,2014,34,17,3,0,0,57,0,111
9661,JHARKHAND,GUMLA,2014,67,40,1,15,0,24,0,147
9662,JHARKHAND,HAZARIBAGH,2014,52,26,23,50,0,37,0,188
9663,JHARKHAND,JAMSHEDPUR,2014,55,70,13,47,2,110,0,297
9664,JHARKHAND,JAMSHEDPUR RAILWAY,2014,0,3,0,2,0,0,0,5
9665,JHARKHAND,JAMTARA,2014,27,24,10,29,0,70,2,162
9666,JHARKHAND,KHUNTI,2014,7,8,2,3,0,11,0,31
9667,JHARKHAND,KODERMA,2014,15,15,16,0,0,39,0,85
9668,JHARKHAND,LATEHAR,2014,25,11,8,0,0,17,0,61
9669,JHARKHAND,LOHARDAGGA,2014,43,19,2,5,0,24,0,93
9670,JHARKHAND,PAKUR,2014,55,11,1,12,0,91,0,170
9671,JHARKHAND,PALAMU,2014,44,23,19,15,0,42,0,143
9672,JHARKHAND,RAMGARH,2014,48,29,11,20,2,34,0,144
9673,JHARKHAND,RANCHI,2014,75,76,13,1,2,48,0,215
9674,JHARKHAND,SAHEBGANJ,2014,87,40,4,20,0,75,0,226
9675,JHARKHAND,SARAIKELA,2014,31,7,7,27,0,27,0,99
9676,JHARKHAND,SIMDEGA,2014,24,3,1,5,0,13,0,46
9677,KARNATAKA,BAGALKOT,2014,22,17,4,96,1,53,0,193
9681,KARNATAKA,BALLARI,2014,48,13,12,121,0,72,0,266
9712,KARNATAKA,BELAGAVI CITY,2014,22,16,8,85,3,72,0,206
9680,KARNATAKA,BELAGAVI DISTRICT,2014,59,23,4,233,4,162,0,485
9678,KARNATAKA,BENGALURU CITY,2014,104,618,57,680,57,490,0,2006
9679,KARNATAKA,BENGALURU DISTRICT,2014,60,69,22,135,0,97,0,383
9682,KARNATAKA,BIDAR,2014,33,42,10,82,11,106,0,284
9685,KARNATAKA,CHAMARAJNAGAR,2014,11,18,5,92,1,15,0,142
9684,KARNATAKA,CHIKKABALLAPURA,2014,36,13,10,106,8,26,0,199
9686,KARNATAKA,CHIKKAMAGALURU,2014,30,8,5,172,2,110,0,327
9687,KARNATAKA,CHITRADURGA,2014,24,24,17,241,5,77,0,388
9688,KARNATAKA,DAKSHINA KANNADA,2014,40,6,1,70,4,32,0,153
9689,KARNATAKA,DAVANAGERE,2014,40,53,9,211,2,87,0,402
9690,KARNATAKA,DHARWAD,2014,23,6,3,32,0,15,0,79
9691,KARNATAKA,GADAG,2014,15,9,2,31,0,22,0,79
9693,KARNATAKA,HASSAN,2014,63,43,11,251,0,103,0,471
9694,KARNATAKA,HAVERI,2014,40,12,10,94,3,44,0,203
9695,KARNATAKA,HUBBALLI DHARWAD CITY,2014,21,28,7,31,3,39,0,129
9696,KARNATAKA,K.G.F.,2014,20,8,1,21,1,14,0,65
9705,KARNATAKA,K.RAILWAYS,2014,1,0,1,9,0,2,0,13
9692,KARNATAKA,KALABURGI,2014,53,37,14,145,11,127,0,387
9697,KARNATAKA,KODAGU,2014,25,6,1,60,5,40,0,137
9698,KARNATAKA,KOLAR,2014,32,6,8,67,0,21,0,134
9699,KARNATAKA,KOPPAL,2014,28,31,4,34,0,50,0,147
9700,KARNATAKA,MANDYA,2014,36,61,11,278,12,143,0,541
9701,KARNATAKA,MANGALURU CITY,2014,25,10,1,72,2,56,0,166
9702,KARNATAKA,MYSURU CITY,2014,41,23,3,87,4,51,0,209
9703,KARNATAKA,MYSURU DISTRICT,2014,41,49,20,201,5,107,0,423
9704,KARNATAKA,RAICHUR,2014,55,30,5,198,4,134,0,426
9706,KARNATAKA,RAMANAGARA,2014,43,45,12,142,0,60,0,302
9707,KARNATAKA,SHIMOGA,2014,58,47,8,404,7,228,0,752
9708,KARNATAKA,TUMAKURU,2014,36,27,15,242,8,87,0,415
9709,KARNATAKA,UDUPI,2014,28,2,3,111,1,57,0,202
9710,KARNATAKA,UTTARA KANNADA,2014,25,22,0,154,6,56,0,263
9683,KARNATAKA,VIJAYAPURA,2014,45,14,7,127,0,122,0,315
9711,KARNATAKA,YADGIRI,2014,41,21,2,148,0,48,0,260
9713,KERALA,ALAPUZHA,2014,61,7,0,245,10,261,0,584
9733,KERALA,CRIME BRANCH,2014,2,0,3,4,0,2,0,11
9714,KERALA,ERNAKULAM COMMR.,2014,64,1,0,158,18,166,0,407
9715,KERALA,ERNAKULAM RURAL,2014,71,6,0,224,37,169,0,507
9716,KERALA,IDUKKI,2014,71,7,2,186,12,160,0,438
9717,KERALA,KANNUR,2014,59,6,1,222,10,330,0,628
9718,KERALA,KASARGOD,2014,59,7,0,123,4,210,0,403
9719,KERALA,KOLLAM COMMR.,2014,78,8,1,287,13,296,0,683
9720,KERALA,KOLLAM RURAL,2014,81,15,2,240,7,276,0,621
9721,KERALA,KOTTAYAM,2014,75,9,0,204,19,182,0,489
9722,KERALA,KOZHIKODE COMMR.,2014,35,2,1,107,9,184,0,338
9723,KERALA,KOZHIKODE RURAL,2014,52,7,0,226,5,307,0,597
9724,KERALA,MALAPPURAM,2014,103,3,1,346,10,590,0,1053
9725,KERALA,PALAKKAD,2014,88,14,7,182,12,450,0,753
9726,KERALA,PATHANAMTHITTA,2014,63,11,0,163,8,118,0,363
9727,KERALA,RAILWAYS,2014,0,1,0,74,10,0,0,85
9728,KERALA,THRISSUR COMMR.,2014,38,0,0,109,11,130,0,288
9729,KERALA,THRISSUR RURAL,2014,94,9,2,298,22,468,0,893
9730,KERALA,TRIVANDRUM COMMR.,2014,56,8,2,254,15,134,0,469
9731,KERALA,TRIVANDRUM RURAL,2014,122,11,6,581,22,387,0,1129
9732,KERALA,WAYANADU,2014,75,11,0,134,3,99,0,322
10196,LAKSHADWEEP,LAKSHADWEEP,2014,1,0,0,1,2,0,0,4
9734,MADHYA PRADESH,AGAR,2014,28,12,2,56,8,44,0,150
9735,MADHYA PRADESH,ALIRAJPUR,2014,17,15,0,15,0,10,0,57
9736,MADHYA PRADESH,ANUPPUR,2014,70,83,7,121,0,114,0,395
9737,MADHYA PRADESH,ASHOK NAGAR,2014,76,38,12,171,1,82,0,380
9738,MADHYA PRADESH,BALAGHAT,2014,131,155,12,178,3,107,0,586
9739,MADHYA PRADESH,BARWANI,2014,68,23,4,92,4,16,0,207
9740,MADHYA PRADESH,BETUL,2014,164,152,9,417,27,379,0,1148
9741,MADHYA PRADESH,BHIND,2014,78,106,30,142,0,86,0,442
9742,MADHYA PRADESH,BHOPAL,2014,223,294,20,343,18,348,0,1246
9743,MADHYA PRADESH,BHOPAL RAILWAY,2014,3,14,0,19,1,4,0,41
9744,MADHYA PRADESH,BURHANPUR,2014,46,17,5,90,5,48,0,211
9745,MADHYA PRADESH,CHHATARPUR,2014,78,147,22,232,0,74,0,553
9746,MADHYA PRADESH,CHHINDWARA,2014,205,213,9,241,36,185,0,889
9788,MADHYA PRADESH,CYBER CELL,2014,0,0,0,0,0,0,0,0
9747,MADHYA PRADESH,DAMOH,2014,46,97,31,137,0,68,0,379
9748,MADHYA PRADESH,DATIA,2014,34,53,14,88,0,57,0,246
9749,MADHYA PRADESH,DEWAS,2014,121,73,10,216,7,145,0,572
9750,MADHYA PRADESH,DHAR,2014,138,265,15,244,16,85,0,763
9751,MADHYA PRADESH,DINDORI,2014,91,57,4,162,2,119,0,435
9752,MADHYA PRADESH,GUNA,2014,123,93,12,168,8,92,0,496
9753,MADHYA PRADESH,GWALIOR,2014,158,146,36,364,21,441,0,1166
9754,MADHYA PRADESH,HARDA,2014,47,68,5,82,2,28,0,232
9755,MADHYA PRADESH,HOSHANGABAD,2014,102,80,6,183,12,121,0,504
9756,MADHYA PRADESH,INDORE,2014,261,340,37,411,34,254,0,1337
9757,MADHYA PRADESH,INDORE RAILWAY,2014,4,2,0,9,0,0,0,15
9758,MADHYA PRADESH,JABALPUR,2014,194,304,34,374,43,315,0,1264
9759,MADHYA PRADESH,JABALPUR RAILWAY,2014,4,6,0,21,2,0,0,33
9760,MADHYA PRADESH,JHABUA,2014,52,87,0,98,0,22,0,259
9761,MADHYA PRADESH,KATNI,2014,93,114,18,178,4,65,0,472
9762,MADHYA PRADESH,KHANDWA,2014,84,101,6,270,17,103,0,581
9763,MADHYA PRADESH,KHARGONE,2014,118,116,43,247,0,74,0,598
9764,MADHYA PRADESH,MANDLA,2014,64,131,6,99,1,76,0,377
9765,MADHYA PRADESH,MANDSAUR,2014,90,86,5,183,7,180,0,551
9766,MADHYA PRADESH,MORENA,2014,43,85,30,131,4,192,0,485
9767,MADHYA PRADESH,NARSINGHPUR,2014,113,53,20,165,2,145,0,498
9768,MADHYA PRADESH,NEEMUCH,2014,47,27,3,88,2,43,0,210
9769,MADHYA PRADESH,PANNA,2014,41,125,10,84,0,38,0,298
9770,MADHYA PRADESH,RAISEN,2014,161,69,5,225,8,76,0,544
9771,MADHYA PRADESH,RAJGARH,2014,94,97,5,235,7,134,0,572
9772,MADHYA PRADESH,RATLAM,2014,69,133,5,151,12,129,0,499
9773,MADHYA PRADESH,REWA,2014,110,202,36,169,1,90,0,608
9774,MADHYA PRADESH,SAGAR,2014,126,170,35,405,10,175,0,921
9775,MADHYA PRADESH,SATNA,2014,187,248,30,254,24,116,0,859
9782,MADHYA PRADESH,SEHORE,2014,124,114,12,162,6,158,0,576
9776,MADHYA PRADESH,SEONI,2014,83,121,9,137,3,47,0,400
9777,MADHYA PRADESH,SHAHDOL,2014,122,121,16,272,3,336,0,870
9778,MADHYA PRADESH,SHAJAPUR,2014,68,31,7,139,0,130,0,375
9779,MADHYA PRADESH,SHEOPUR,2014,23,22,5,57,4,37,0,148
9780,MADHYA PRADESH,SHIVPURI,2014,101,123,11,269,4,111,0,619
9781,MADHYA PRADESH,SIDHI,2014,40,72,14,100,3,68,0,297
9783,MADHYA PRADESH,SINGRAULI,2014,88,94,17,97,1,105,0,402
9784,MADHYA PRADESH,TIKAMGARH,2014,92,65,15,133,6,42,0,353
9785,MADHYA PRADESH,UJJAIN,2014,126,96,11,282,29,285,0,829
9786,MADHYA PRADESH,UMARIA,2014,51,42,2,104,3,90,0,292
9787,MADHYA PRADESH,VIDISHA,2014,156,90,21,299,18,162,0,746
9789,MAHARASHTRA,AHMEDNAGAR,2014,103,85,13,269,8,264,0,742
9790,MAHARASHTRA,AKOLA,2014,52,32,5,219,20,136,0,464
9791,MAHARASHTRA,AMRAVATI COMMR.,2014,27,24,1,132,12,108,0,304
9792,MAHARASHTRA,AMRAVATI RURAL,2014,103,59,8,415,17,213,0,815
9793,MAHARASHTRA,AURANGABAD COMMR.,2014,27,38,2,227,5,164,0,463
9794,MAHARASHTRA,AURANGABAD RURAL,2014,31,25,7,177,3,218,0,461
9795,MAHARASHTRA,BEED,2014,70,49,3,273,1,316,0,712
9796,MAHARASHTRA,BHANDARA,2014,28,18,3,73,14,40,0,176
9797,MAHARASHTRA,BULDHANA,2014,57,33,22,253,36,152,0,553
9798,MAHARASHTRA,CHANDRAPUR,2014,99,39,2,224,28,203,0,595
9799,MAHARASHTRA,DHULE,2014,35,40,11,98,5,207,0,396
9800,MAHARASHTRA,GADCHIROLI,2014,22,6,0,32,2,16,0,78
9801,MAHARASHTRA,GONDIA,2014,58,19,6,113,3,46,0,245
9802,MAHARASHTRA,HINGOLI,2014,24,16,4,80,0,83,0,207
9803,MAHARASHTRA,JALGAON,2014,66,76,1,347,34,374,0,898
9804,MAHARASHTRA,JALNA,2014,33,31,13,185,8,289,0,559
9805,MAHARASHTRA,KOLHAPUR,2014,84,47,8,176,7,150,0,472
9806,MAHARASHTRA,LATUR,2014,57,84,4,174,2,323,0,644
9807,MAHARASHTRA,MUMBAI COMMR.,2014,607,280,22,1626,363,563,0,3461
9808,MAHARASHTRA,MUMBAI RAILWAY,2014,1,10,0,55,4,0,0,70
9809,MAHARASHTRA,NAGPUR COMMR.,2014,113,89,10,279,25,234,0,750
9810,MAHARASHTRA,NAGPUR RAILWAY,2014,3,2,0,20,0,0,0,25
9811,MAHARASHTRA,NAGPUR RURAL,2014,65,34,4,187,25,85,0,400
9812,MAHARASHTRA,NANDED,2014,43,53,6,147,3,180,0,432
9813,MAHARASHTRA,NANDURBAR,2014,25,17,2,36,4,47,0,131
9814,MAHARASHTRA,NASIK COMMR.,2014,28,33,3,101,3,200,1,369
